TF,context,n_mito_total,n_oxphos,n_mitoribo,n_apoptosis_pro,n_apoptosis_anti,apop_balance,apoptosis_pro_genes,apoptosis_anti_genes,n_metab_other,k,frac,hyperg_p,bh_fdr
BHLHE23,BA_LE,5,0,0,0,0,0,,,5,86,0.05813953488372093,0.4537843231544525,0.9999978226741806
BHLHE40,BA_DUCT,5,0,0,1,0,1,Aifm2,,4,143,0.03496503496503497,0.8636214301919137,0.9999978226741806
CBX2,AP_TEB,5,1,0,1,0,1,Bok,,3,277,0.018050541516245487,0.9988148145317159,0.9999978226741806
CDC5L,AP_LE,5,1,2,0,0,0,,,2,116,0.04310344827586207,0.7165483585199677,0.9999978226741806
CEBPD,AP_TEB,5,0,0,1,0,1,Bbc3,,4,121,0.04132231404958678,0.7502636645031329,0.9999978226741806
CTCF,AP_TEB,5,1,0,0,0,0,,,4,280,0.017857142857142856,0.9989485614518266,0.9999978226741806
CXXC4,BA_TEB,5,0,0,0,0,0,,,5,121,0.04132231404958678,0.7502636645031329,0.9999978226741806
E2F7,HS_LE,5,0,0,0,0,0,,,5,119,0.04201680672268908,0.737149743346794,0.9999978226741806
ELF1,BA_DUCT,5,0,0,0,0,0,,,5,137,0.0364963503649635,0.8380002227654724,0.9999978226741806
ELK3,AP_TEB,5,0,0,2,0,2,"Bbc3,Bok",,3,177,0.02824858757062147,0.9527525481092267,0.9999978226741806
ELK3,HS_TEB,5,0,0,1,0,1,Bok,,4,211,0.023696682464454975,0.9854080235082756,0.9999978226741806
ERG,AP_TEB,5,0,1,1,0,1,Bbc3,,3,200,0.025,0.9784322435451961,0.9999978226741806
ESR1,BA_DUCT,5,0,0,1,0,1,Aifm2,,4,270,0.018518518518518517,0.9984354034698151,0.9999978226741806
ETS1,AP_TEB,5,0,0,1,0,1,Bbc3,,4,234,0.021367521367521368,0.9937329690709369,0.9999978226741806
ETV5,BA_LE,5,0,0,0,0,0,,,5,100,0.05,0.5881024637311144,0.9999978226741806
FLI1,HS_HE,5,0,0,0,0,0,,,5,109,0.045871559633027525,0.6641325768994913,0.9999978226741806
FOS,AP_HE,5,0,0,0,0,0,,,5,109,0.045871559633027525,0.6641325768994913,0.9999978226741806
FOXF2,BA_LE,5,0,0,0,0,0,,,5,96,0.052083333333333336,0.5514624476625095,0.9999978226741806
FOXO1,AP_HE,5,0,0,0,0,0,,,5,71,0.07042253521126761,0.3000380777229116,0.9999978226741806
FOXO1,BA_DUCT,5,0,0,0,0,0,,,5,235,0.02127659574468085,0.9939638658400519,0.9999978226741806
GATA2,BA_DUCT,5,0,0,0,0,0,,,5,237,0.02109704641350211,0.9944014930223871,0.9999978226741806
GATA3,BA_DUCT,5,0,0,0,0,0,,,5,257,0.019455252918287938,0.9973963253906624,0.9999978226741806
GRHL2,AP_TEB,5,0,0,1,0,1,Bbc3,,4,164,0.03048780487804878,0.9280311241653898,0.9999978226741806
HESX1,BA_TEB,5,1,2,0,0,0,,,2,121,0.04132231404958678,0.7502636645031329,0.9999978226741806
HIF1A,BA_TEB,5,0,0,0,0,0,,,5,159,0.031446540880503145,0.9157967891025096,0.9999978226741806
HMGA2,BA_LE,5,0,0,0,0,0,,,5,156,0.03205128205128205,0.9076071106960593,0.9999978226741806
HMGN3,HS_HE,5,0,0,0,0,0,,,5,94,0.05319148936170213,0.5325616758465241,0.9999978226741806
HNF4G,HS_HE,5,0,0,0,0,0,,,5,87,0.05747126436781609,0.4638625612326712,0.9999978226741806
IRF4,HS_TEB,5,1,0,1,1,0,Pmaip1,Bcl2,2,164,0.03048780487804878,0.9280311241653898,0.9999978226741806
JUN,BA_DUCT,5,0,0,0,0,0,,,5,256,0.01953125,0.9972932861493865,0.9999978226741806
KLF16,AP_LE,5,0,1,0,0,0,,,4,91,0.054945054945054944,0.503562542215724,0.9999978226741806
KLF4,HS_TEB,5,0,1,1,0,1,Pmaip1,,3,247,0.020242914979757085,0.9961711196660272,0.9999978226741806
KLF5,AP_TEB,5,0,0,1,0,1,Bbc3,,4,199,0.02512562814070352,0.9776629403216162,0.9999978226741806
LHX2,BA_TEB,5,0,0,0,0,0,,,5,131,0.03816793893129771,0.8085614875859422,0.9999978226741806
LIN54,BA_LE,5,0,0,1,0,1,Bid,,4,69,0.07246376811594203,0.27989629678789374,0.9999978226741806
MAFF,BA_DUCT,5,0,0,1,0,1,Aifm2,,4,168,0.02976190476190476,0.9366524195634414,0.9999978226741806
MAFK,AP_TEB,5,0,0,1,0,1,Bbc3,,4,194,0.02577319587628866,0.973417624373603,0.9999978226741806
MAX,AP_HE,5,0,0,0,0,0,,,5,88,0.056818181818181816,0.47388455950336966,0.9999978226741806
MEIS1,HS_LE,5,0,0,0,0,0,,,5,66,0.07575757575757576,0.25023820644098954,0.9999978226741806
MITF,BA_DUCT,5,0,0,0,0,0,,,5,373,0.013404825737265416,0.999978461458368,0.9999978226741806
MNX1,HS_LE,5,1,0,0,0,0,,,4,84,0.05952380952380952,0.4334809189138949,0.9999978226741806
MYB,HS_HE,5,0,0,0,0,0,,,5,103,0.04854368932038835,0.6144765282498925,0.9999978226741806
NCOA3,HS_TEB,5,1,0,1,1,0,Pmaip1,Bcl2,2,130,0.038461538461538464,0.8032629898149826,0.9999978226741806
NFATC1,HS_TEB,5,1,0,1,1,0,Pmaip1,Bcl2,2,156,0.03205128205128205,0.9076071106960593,0.9999978226741806
NFE2L2,HS_HE,5,0,0,0,0,0,,,5,126,0.03968253968253968,0.7809046852783004,0.9999978226741806
NFYB,AP_TEB,5,1,0,0,0,0,,,4,231,0.021645021645021644,0.9929885653679134,0.9999978226741806
NKRF,BA_TEB,5,0,0,0,0,0,,,5,93,0.053763440860215055,0.5229778554463174,0.9999978226741806
NKX12,AP_LE,5,0,0,0,0,0,,,5,86,0.05813953488372093,0.4537843231544525,0.9999978226741806
NR2F1,AP_TEB,5,1,0,0,0,0,,,4,124,0.04032258064516129,0.7690125345360199,0.9999978226741806
NR2F6,HS_LE,5,0,0,1,0,1,Bok,,4,72,0.06944444444444445,0.3101946967478514,0.9999978226741806
NRF1,AP_TEB,5,0,0,1,0,1,Bbc3,,4,195,0.02564102564102564,0.9743224924391619,0.9999978226741806
PBX1,AP_TEB,5,0,1,0,0,0,,,4,164,0.03048780487804878,0.9280311241653898,0.9999978226741806
PITX1,BA_TEB,5,0,0,0,0,0,,,5,98,0.05102040816326531,0.5699843033639866,0.9999978226741806
POU2F2,HS_TEB,5,1,0,1,1,0,Pmaip1,Bcl2,2,140,0.03571428571428571,0.8512683614576078,0.9999978226741806
POU3F2,BA_TEB,5,0,0,0,0,0,,,5,158,0.03164556962025317,0.9131407099885429,0.9999978226741806
PPARD,AP_HE,5,0,1,0,0,0,,,4,84,0.05952380952380952,0.4334809189138949,0.9999978226741806
PPARG,AP_TEB,5,1,0,1,0,1,Bok,,3,249,0.020080321285140562,0.9964537593963168,0.9999978226741806
PRMT3,HS_LE,5,1,0,0,0,0,,,4,67,0.07462686567164178,0.2600389663790006,0.9999978226741806
RARA,HS_TEB,5,1,0,1,1,0,Pmaip1,Bcl2,2,211,0.023696682464454975,0.9854080235082756,0.9999978226741806
RELA,BA_DUCT,5,0,0,0,0,0,,,5,192,0.026041666666666668,0.9715183870633703,0.9999978226741806
RELA,HS_HE,5,0,0,0,0,0,,,5,127,0.03937007874015748,0.786671059916761,0.9999978226741806
RUNX2,HS_HE,5,0,0,0,0,0,,,5,104,0.04807692307692308,0.6230446842133184,0.9999978226741806
RXRA,AP_TEB,5,0,0,1,0,1,Bbc3,,4,199,0.02512562814070352,0.9776629403216162,0.9999978226741806
SALL2,BA_LE,5,0,0,0,0,0,,,5,116,0.04310344827586207,0.7165483585199677,0.9999978226741806
SIX5,BA_DUCT,5,1,0,0,0,0,,,4,153,0.032679738562091505,0.8987296932676712,0.9999978226741806
SNAI2,AP_TEB,5,0,0,1,0,1,Bbc3,,4,134,0.03731343283582089,0.8237771176187525,0.9999978226741806
SOX17,HS_TEB,5,1,0,2,0,2,"Bnip3,Bok",,2,163,0.03067484662576687,0.9257187165972343,0.9999978226741806
SOX4,BA_LE,5,0,3,0,0,0,,,2,90,0.05555555555555555,0.49373938373232423,0.9999978226741806
STAT5A,HS_TEB,5,0,1,1,1,0,Pmaip1,Bcl2,2,183,0.0273224043715847,0.9613154182821766,0.9999978226741806
TBX3,HS_TEB,5,0,0,0,0,0,,,5,136,0.03676470588235294,0.8333672049756868,0.9999978226741806
TCF21,AP_TEB,5,0,0,0,0,0,,,5,163,0.03067484662576687,0.9257187165972343,0.9999978226741806
TCF21,HS_TEB,5,0,0,0,0,0,,,5,179,0.027932960893854747,0.9557820712078733,0.9999978226741806
TCF4,AP_TEB,5,0,0,1,0,1,Bbc3,,4,293,0.017064846416382253,0.9993771427567018,0.9999978226741806
TFAP2C,BA_DUCT,5,1,0,1,0,1,Aifm2,,3,267,0.018726591760299626,0.998238929490562,0.9999978226741806
TFAP2C,HS_HE,5,0,0,1,0,1,Aifm2,,4,147,0.034013605442176874,0.8787407176161403,0.9999978226741806
TFAP2C,HS_TEB,5,0,0,1,0,1,Pmaip1,,4,325,0.015384615384615385,0.9998333997306059,0.9999978226741806
TFDP1,HS_LE,5,0,0,0,0,0,,,5,124,0.04032258064516129,0.7690125345360199,0.9999978226741806
TGIF2,HS_LE,5,0,0,0,0,0,,,5,101,0.04950495049504951,0.5970033056680165,0.9999978226741806
ZBTB39,AP_LE,5,0,0,0,0,0,,,5,103,0.04854368932038835,0.6144765282498925,0.9999978226741806
ZBTB7A,HS_HE,5,0,0,0,0,0,,,5,104,0.04807692307692308,0.6230446842133184,0.9999978226741806
ZEB1,AP_TEB,5,1,0,1,0,1,Bbc3,,3,166,0.030120481927710843,0.9324645668146351,0.9999978226741806
ZEB1,HS_LE,5,0,2,0,0,0,,,3,87,0.05747126436781609,0.4638625612326712,0.9999978226741806
ZEB2,HS_TEB,5,0,0,0,1,-1,,Bcl2,4,139,0.03597122302158273,0.8469493334214485,0.9999978226741806
ZNF100,AP_LE,5,1,1,0,0,0,,,3,165,0.030303030303030304,0.930279257842282,0.9999978226741806
ZNF100,BA_LE,5,1,1,0,0,0,,,3,163,0.03067484662576687,0.9257187165972343,0.9999978226741806
ZNF107,BA_TEB,5,0,0,0,0,0,,,5,114,0.043859649122807015,0.7021917736259871,0.9999978226741806
ZNF124,AP_LE,5,0,2,0,0,0,,,3,165,0.030303030303030304,0.930279257842282,0.9999978226741806
ZNF202,BA_TEB,5,1,0,0,0,0,,,4,104,0.04807692307692308,0.6230446842133184,0.9999978226741806
ZNF256,AP_LE,5,0,2,0,0,0,,,3,63,0.07936507936507936,0.2214505936242108,0.9999978226741806
ZNF35,BA_TEB,5,0,1,0,0,0,,,4,113,0.04424778761061947,0.6948269445049737,0.9999978226741806
ZNF367,BA_TEB,5,0,0,0,0,0,,,5,203,0.024630541871921183,0.9805941759114198,0.9999978226741806
ZNF45,AP_LE,5,2,1,0,0,0,,,2,88,0.056818181818181816,0.47388455950336966,0.9999978226741806
ZNF496,BA_TEB,5,0,0,0,0,0,,,5,92,0.05434782608695652,0.5133101252149065,0.9999978226741806
ZNF730,AP_LE,5,1,1,0,0,0,,,3,123,0.04065040650406504,0.7628850634461657,0.9999978226741806
ZNF730,BA_LE,5,1,0,0,0,0,,,4,127,0.03937007874015748,0.786671059916761,0.9999978226741806
ZNF878,AP_LE,5,0,1,0,0,0,,,4,117,0.042735042735042736,0.7235398900042678,0.9999978226741806
ZNF878,BA_TEB,5,0,1,0,0,0,,,4,120,0.041666666666666664,0.7437685181890477,0.9999978226741806
ZNF90,HS_LE,5,3,0,0,0,0,,,2,63,0.07936507936507936,0.2214505936242108,0.9999978226741806
AHR,BA_DUCT,4,0,0,0,0,0,,,4,207,0.01932367149758454,0.9945821092001284,0.9999978226741806
AR,AP_HE,4,0,0,0,0,0,,,4,88,0.045454545454545456,0.6678379639868153,0.9999978226741806
AR,HS_DUCT,4,0,0,0,0,0,,,4,58,0.06896551724137931,0.34741347473374096,0.9999978226741806
ARID3B,BA_TEB,4,0,0,0,0,0,,,4,60,0.06666666666666667,0.3710578328942113,0.9999978226741806
ATF3,AP_HE,4,0,0,0,0,0,,,4,99,0.04040404040404041,0.7543835649663093,0.9999978226741806
ATF3,AP_TEB,4,0,0,1,0,1,Bbc3,,3,211,0.018957345971563982,0.9953844979824449,0.9999978226741806
CEBPA,BA_DUCT,4,0,0,1,0,1,Aifm2,,3,154,0.025974025974025976,0.9591799684070825,0.9999978226741806
CEBPA,HS_TEB,4,0,0,1,1,0,Bok,Bcl2,2,207,0.01932367149758454,0.9945821092001284,0.9999978226741806
CEBPB,HS_HE,4,0,0,0,0,0,,,4,135,0.02962962962962963,0.9207092049663649,0.9999978226741806
CENPA,AP_LE,4,0,1,0,0,0,,,3,223,0.017937219730941704,0.997161914126359,0.9999978226741806
CHAMP1,BA_TEB,4,1,0,0,0,0,,,3,90,0.044444444444444446,0.6849967780416055,0.9999978226741806
CREM,AP_HE,4,0,1,0,0,0,,,3,114,0.03508771929824561,0.842988817877804,0.9999978226741806
DR1,AP_LE,4,0,1,0,0,0,,,3,126,0.031746031746031744,0.8929655414502987,0.9999978226741806
E2F3,BA_LE,4,0,0,0,0,0,,,4,178,0.02247191011235955,0.9832041740340378,0.9999978226741806
E2F5,HS_LE,4,2,1,0,0,0,,,1,77,0.05194805194805195,0.5624930230172656,0.9999978226741806
E2F7,AP_TEB,4,0,0,1,0,1,Bbc3,,3,229,0.017467248908296942,0.9977809124689299,0.9999978226741806
EBF1,BA_DUCT,4,0,0,1,0,1,Aifm2,,3,228,0.017543859649122806,0.9976877298294926,0.9999978226741806
EGR1,HS_HE,4,0,0,0,0,0,,,4,131,0.030534351145038167,0.9092853817043804,0.9999978226741806
ELF1,HS_HE,4,0,0,0,0,0,,,4,103,0.038834951456310676,0.7811858775281166,0.9999978226741806
EPAS1,HS_TEB,4,0,0,1,0,1,Bok,,3,157,0.025477707006369428,0.9633667683812509,0.9999978226741806
ERG,HS_HE,4,0,0,0,0,0,,,4,98,0.04081632653061224,0.7473012094499105,0.9999978226741806
ESR1,HS_HE,4,0,0,1,0,1,Aifm2,,3,132,0.030303030303030304,0.9122709922461938,0.9999978226741806
ESR1,HS_LE,4,1,0,0,0,0,,,3,55,0.07272727272727272,0.3120181581523559,0.9999978226741806
ETS1,BA_DUCT,4,0,0,0,0,0,,,4,229,0.017467248908296942,0.9977809124689299,0.9999978226741806
ETV3,HS_TEB,4,0,0,1,1,0,Pmaip1,Bcl2,2,98,0.04081632653061224,0.7473012094499105,0.9999978226741806
FOSL1,AP_LE,4,0,1,0,0,0,,,3,155,0.025806451612903226,0.9606224449664745,0.9999978226741806
FOSL2,AP_TEB,4,1,0,1,0,1,Bbc3,,2,138,0.028985507246376812,0.9284124513120966,0.9999978226741806
FOXA2,AP_HE,4,0,0,0,0,0,,,4,97,0.041237113402061855,0.7400637847117094,0.9999978226741806
FOXD2,HS_TEB,4,0,0,1,0,1,Pmaip1,,3,101,0.039603960396039604,0.7680875581438829,0.9999978226741806
FOXD3,BA_TEB,4,0,0,0,0,0,,,4,110,0.03636363636363636,0.8224421328368885,0.9999978226741806
FOXH1,BA_TEB,4,0,0,0,0,0,,,4,84,0.047619047619047616,0.6316373951950767,0.9999978226741806
FOXO3,AP_HE,4,0,1,0,0,0,,,3,53,0.07547169811320754,0.2886051658110911,0.9999978226741806
FOXP2,BA_DUCT,4,1,0,0,0,0,,,3,215,0.018604651162790697,0.996071685833513,0.9999978226741806
GATA3,AP_TEB,4,0,0,0,0,0,,,4,228,0.017543859649122806,0.9976877298294926,0.9999978226741806
GATA6,BA_DUCT,4,1,0,0,0,0,,,3,234,0.017094017094017096,0.9981947854195016,0.9999978226741806
GATAD2A,BA_TEB,4,0,0,0,0,0,,,4,82,0.04878048780487805,0.61261418357728,0.9999978226741806
GFI1B,HS_HE,4,0,0,0,0,0,,,4,101,0.039603960396039604,0.7680875581438829,0.9999978226741806
HBP1,AP_HE,4,0,0,0,0,0,,,4,62,0.06451612903225806,0.39463885081146616,0.9999978226741806
HES3,BA_TEB,4,0,0,0,0,0,,,4,98,0.04081632653061224,0.7473012094499105,0.9999978226741806
HIF1A,AP_TEB,4,0,0,1,0,1,Bbc3,,3,138,0.028985507246376812,0.9284124513120966,0.9999978226741806
HIF1A,HS_LE,4,1,0,0,0,0,,,3,90,0.044444444444444446,0.6849967780416055,0.9999978226741806
HMGA1,HS_LE,4,0,0,0,0,0,,,4,104,0.038461538461538464,0.7875115252607088,0.9999978226741806
HMGA2,BA_TEB,4,0,0,0,0,0,,,4,141,0.028368794326241134,0.9354341500592378,0.9999978226741806
HMGA2,HS_LE,4,0,0,0,0,0,,,4,51,0.0784313725490196,0.26545551354078056,0.9999978226741806
HMX2,BA_TEB,4,0,0,0,0,0,,,4,128,0.03125,0.8997804464764287,0.9999978226741806
HNF1B,BA_DUCT,4,0,0,0,0,0,,,4,117,0.03418803418803419,0.8570538636766831,0.9999978226741806
HNF4A,BA_HE,4,0,0,1,0,1,Aifm2,,3,170,0.023529411764705882,0.9772952822761882,0.9999978226741806
HOXB7,HS_HE,4,0,0,1,0,1,Aifm2,,3,82,0.04878048780487805,0.61261418357728,0.9999978226741806
JUN,AP_TEB,4,0,0,1,0,1,Bbc3,,3,265,0.01509433962264151,0.9995106379257004,0.9999978226741806
JUND,HS_HE,4,0,0,0,0,0,,,4,135,0.02962962962962963,0.9207092049663649,0.9999978226741806
KLF12,HS_TEB,4,0,0,0,1,-1,,Bcl2,3,96,0.041666666666666664,0.7326703241548358,0.9999978226741806
KLF4,HS_HE,4,0,0,0,0,0,,,4,128,0.03125,0.8997804464764287,0.9999978226741806
KLF5,HS_HE,4,0,0,0,0,0,,,4,119,0.03361344537815126,0.8658227580212297,0.9999978226741806
KLF9,AP_TEB,4,1,0,1,0,1,Bbc3,,2,114,0.03508771929824561,0.842988817877804,0.9999978226741806
MAFB,AP_HE,4,0,0,0,0,0,,,4,70,0.05714285714285714,0.4868320039867079,0.9999978226741806
MAFB,BA_DUCT,4,0,0,0,0,0,,,4,167,0.023952095808383235,0.9746120927703856,0.9999978226741806
MBD3,HS_LE,4,0,0,0,0,0,,,4,88,0.045454545454545456,0.6678379639868153,0.9999978226741806
MEIS2,AP_TEB,4,0,0,1,0,1,Bbc3,,3,130,0.03076923076923077,0.9062098429526724,0.9999978226741806
MXI1,AP_HE,4,0,1,0,0,0,,,3,91,0.04395604395604396,0.693338581987623,0.9999978226741806
MYOD1,AP_HE,4,0,1,0,0,0,,,3,88,0.045454545454545456,0.6678379639868153,0.9999978226741806
MYOD1,HS_LE,4,0,1,1,0,1,Bok,,2,58,0.06896551724137931,0.34741347473374096,0.9999978226741806
NANOG,HS_HE,4,0,0,0,0,0,,,4,54,0.07407407407407407,0.3002851294502353,0.9999978226741806
NFATC4,BA_LE,4,0,0,1,0,1,Bid,,3,75,0.05333333333333334,0.5414813956178746,0.9999978226741806
NFE2,HS_HE,4,0,0,1,0,1,Aifm2,,3,67,0.05970149253731343,0.4528068293067231,0.9999978226741806
NFE2L3,BA_LE,4,0,0,0,0,0,,,4,105,0.0380952380952381,0.7936902777140513,0.9999978226741806
NFIC,HS_HE,4,0,0,0,0,0,,,4,74,0.05405405405405406,0.5307842295801584,0.9999978226741806
NFKB1,HS_TEB,4,0,0,1,1,0,Pmaip1,Bcl2,2,146,0.0273972602739726,0.9457599926661886,0.9999978226741806
NFXL1,AP_TEB,4,0,0,0,0,0,,,4,92,0.043478260869565216,0.7015216936591099,0.9999978226741806
NFXL1,BA_TEB,4,0,0,0,0,0,,,4,100,0.04,0.7613119441844425,0.9999978226741806
NKX12,BA_TEB,4,0,0,0,0,0,,,4,92,0.043478260869565216,0.7015216936591099,0.9999978226741806
NR0B1,HS_HE,4,0,0,0,0,0,,,4,74,0.05405405405405406,0.5307842295801584,0.9999978226741806
NR1H3,BA_DUCT,4,0,0,1,0,1,Aifm2,,3,157,0.025477707006369428,0.9633667683812509,0.9999978226741806
NR3C1,AP_HE,4,0,0,0,0,0,,,4,100,0.04,0.7613119441844425,0.9999978226741806
NR4A1,BA_DUCT,4,0,0,0,0,0,,,4,160,0.025,0.9671518895757916,0.9999978226741806
NR4A1,HS_TEB,4,0,0,1,0,1,Pmaip1,,3,135,0.02962962962962963,0.9207092049663649,0.9999978226741806
PAX5,HS_TEB,4,0,0,1,1,0,Pmaip1,Bcl2,2,153,0.026143790849673203,0.9576887449599727,0.9999978226741806
PBX1,BA_DUCT,4,0,0,0,0,0,,,4,208,0.019230769230769232,0.994794460360882,0.9999978226741806
PBX1,HS_LE,4,1,0,0,0,0,,,3,48,0.08333333333333333,0.23145533284944378,0.9999978226741806
PBX1,HS_TEB,4,0,0,1,0,1,Pmaip1,,3,173,0.023121387283236993,0.9797099678847401,0.9999978226741806
PCGF2,AP_LE,4,0,0,0,0,0,,,4,67,0.05970149253731343,0.4528068293067231,0.9999978226741806
PCGF2,BA_TEB,4,0,0,0,0,0,,,4,107,0.037383177570093455,0.8056139204385053,0.9999978226741806
PGR,BA_DUCT,4,0,0,0,0,0,,,4,178,0.02247191011235955,0.9832041740340378,0.9999978226741806
PPARD,HS_HE,4,0,0,0,0,0,,,4,121,0.03305785123966942,0.8741261526182806,0.9999978226741806
RARB,HS_TEB,4,0,0,0,1,-1,,Bcl2,3,179,0.0223463687150838,0.9838309649557786,0.9999978226741806
RELB,HS_TEB,4,0,0,1,0,1,Pmaip1,,3,156,0.02564102564102564,0.9620175853420116,0.9999978226741806
RUNX2,BA_DUCT,4,0,0,0,0,0,,,4,264,0.015151515151515152,0.9994892683090078,0.9999978226741806
RXRA,BA_DUCT,4,0,0,0,0,0,,,4,190,0.021052631578947368,0.98941029650167,0.9999978226741806
RXRA,HS_HE,4,0,0,1,0,1,Aifm2,,3,110,0.03636363636363636,0.8224421328368885,0.9999978226741806
RXRA,HS_TEB,4,0,0,0,1,-1,,Bcl2,3,215,0.018604651162790697,0.996071685833513,0.9999978226741806
SAFB,AP_LE,4,1,0,0,0,0,,,3,75,0.05333333333333334,0.5414813956178746,0.9999978226741806
SALL1,BA_TEB,4,0,0,0,0,0,,,4,102,0.0392156862745098,0.7747117280415837,0.9999978226741806
SALL3,BA_TEB,4,0,0,0,0,0,,,4,102,0.0392156862745098,0.7747117280415837,0.9999978226741806
SOX12,AP_TEB,4,0,0,0,0,0,,,4,84,0.047619047619047616,0.6316373951950767,0.9999978226741806
SOX13,AP_TEB,4,0,0,0,0,0,,,4,128,0.03125,0.8997804464764287,0.9999978226741806
SOX15,AP_LE,4,1,1,0,0,0,,,2,67,0.05970149253731343,0.4528068293067231,0.9999978226741806
SOX6,HS_HE,4,0,0,0,0,0,,,4,75,0.05333333333333334,0.5414813956178746,0.9999978226741806
SPDEF,BA_LE,4,0,0,0,0,0,,,4,93,0.043010752688172046,0.709546135825977,0.9999978226741806
STAT1,HS_HE,4,0,0,0,0,0,,,4,95,0.042105263157894736,0.7251199959676553,0.9999978226741806
STAT5A,BA_DUCT,4,0,0,1,0,1,Aifm2,,3,179,0.0223463687150838,0.9838309649557786,0.9999978226741806
TCF7L2,HS_HE,4,0,0,0,0,0,,,4,130,0.03076923076923077,0.9062098429526724,0.9999978226741806
TEAD2,AP_TEB,4,0,0,0,0,0,,,4,194,0.020618556701030927,0.9909399121730658,0.9999978226741806
TFDP1,AP_TEB,4,0,0,1,0,1,Bbc3,,3,187,0.0213903743315508,0.9881044466185078,0.9999978226741806
TGIF2,HS_TEB,4,0,1,1,1,0,Pmaip1,Bcl2,1,136,0.029411764705882353,0.9233559322388094,0.9999978226741806
TMF1,BA_TEB,4,0,0,0,0,0,,,4,63,0.06349206349206349,0.406380427569924,0.9999978226741806
TWIST1,BA_DUCT,4,1,0,0,0,0,,,3,192,0.020833333333333332,0.9902035932837325,0.9999978226741806
ZBED3,AP_TEB,4,0,0,1,0,1,Bok,,3,90,0.044444444444444446,0.6849967780416055,0.9999978226741806
ZBTB12,BA_TEB,4,1,0,0,0,0,,,3,127,0.031496062992125984,0.8964222725570802,0.9999978226741806
ZBTB2,AP_LE,4,0,0,0,0,0,,,4,73,0.0547945205479452,0.5199655374945091,0.9999978226741806
ZBTB7A,BA_DUCT,4,1,0,0,0,0,,,3,223,0.017937219730941704,0.997161914126359,0.9999978226741806
ZBTB9,AP_LE,4,0,1,0,0,0,,,3,115,0.034782608695652174,0.8478016652815618,0.9999978226741806
ZFP69B,BA_TEB,4,0,0,0,0,0,,,4,124,0.03225806451612903,0.8857475979791469,0.9999978226741806
ZFP90,BA_TEB,4,0,0,0,0,0,,,4,80,0.05,0.5929948325688108,0.9999978226741806
ZHX2,HS_HE,4,0,0,0,0,0,,,4,73,0.0547945205479452,0.5199655374945091,0.9999978226741806
ZIC2,BA_LE,4,0,0,0,0,0,,,4,140,0.02857142857142857,0.9331661089667911,0.9999978226741806
ZIC3,BA_LE,4,0,0,0,0,0,,,4,126,0.031746031746031744,0.8929655414502987,0.9999978226741806
ZIC3,BA_TEB,4,0,0,0,0,0,,,4,115,0.034782608695652174,0.8478016652815618,0.9999978226741806
ZIC5,BA_TEB,4,0,0,0,0,0,,,4,121,0.03305785123966942,0.8741261526182806,0.9999978226741806
ZNF131,AP_LE,4,1,0,0,0,0,,,3,72,0.05555555555555555,0.5090303027364859,0.9999978226741806
ZNF138,BA_LE,4,0,0,0,0,0,,,4,103,0.038834951456310676,0.7811858775281166,0.9999978226741806
ZNF146,AP_LE,4,0,0,0,0,0,,,4,137,0.029197080291970802,0.9259230212455265,0.9999978226741806
ZNF215,AP_LE,4,0,2,0,0,0,,,2,173,0.023121387283236993,0.9797099678847401,0.9999978226741806
ZNF215,BA_TEB,4,0,0,0,0,0,,,4,175,0.022857142857142857,0.9811829113465513,0.9999978226741806
ZNF217,HS_LE,4,2,0,0,0,0,,,2,64,0.0625,0.4180767621164519,0.9999978226741806
ZNF219,AP_TEB,4,0,0,2,0,2,"Bbc3,Bok",,2,75,0.05333333333333334,0.5414813956178746,0.9999978226741806
ZNF280C,AP_LE,4,0,2,0,0,0,,,2,136,0.029411764705882353,0.9233559322388094,0.9999978226741806
ZNF324B,AP_LE,4,0,0,0,0,0,,,4,89,0.0449438202247191,0.6764964494056374,0.9999978226741806
ZNF587B,AP_LE,4,0,1,0,0,0,,,3,58,0.06896551724137931,0.34741347473374096,0.9999978226741806
ZNF680,BA_TEB,4,0,0,0,0,0,,,4,93,0.043010752688172046,0.709546135825977,0.9999978226741806
ZNF681,AP_LE,4,0,2,0,0,0,,,2,107,0.037383177570093455,0.8056139204385053,0.9999978226741806
ZNF692,AP_LE,4,0,0,0,0,0,,,4,61,0.06557377049180328,0.38286139563288496,0.9999978226741806
ZNF695,HS_LE,4,0,0,0,0,0,,,4,77,0.05194805194805195,0.5624930230172656,0.9999978226741806
ZNF718,AP_LE,4,0,2,0,0,0,,,2,66,0.06060606060606061,0.44129830017670985,0.9999978226741806
ZNF850,BA_TEB,4,0,0,0,0,0,,,4,63,0.06349206349206349,0.406380427569924,0.9999978226741806
ZNF90,BA_TEB,4,0,0,0,0,0,,,4,147,0.027210884353741496,0.9476346577025535,0.9999978226741806
ZNF92,AP_TEB,4,0,1,1,0,1,Bbc3,,2,183,0.02185792349726776,0.9861232239698671,0.9999978226741806
ADNP2,AP_LE,3,0,0,0,0,0,,,3,104,0.028846153846153848,0.9076024096581343,0.9999978226741806
AHR,HS_TEB,3,0,0,1,1,0,Pmaip1,Bcl2,1,185,0.016216216216216217,0.9965547287849303,0.9999978226741806
AHRR,BA_TEB,3,0,0,0,0,0,,,3,143,0.02097902097902098,0.9797848337420338,0.9999978226741806
