human_symbol,mouse_symbol,human_ensembl,mouse_ensembl,effect,pathway,is_core,is_mitochondrial,sources,in_GO,in_KEGG,in_Reactome,in_Hallmark,confidence,evidence_score,original_category,family_pathway,modality
PDPN,Pdpn,ENSG00000162493,ENSMUSG00000028583,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PEA15,Pea15a,ENSG00000162734,ENSMUSG00000013698,pro-survival,apoptosis,FALSE,FALSE,"GO_Anti_Human,Hallmark",TRUE,FALSE,FALSE,TRUE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PELI3,Peli3,ENSG00000174516,ENSMUSG00000024901,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PF4,Pf4,ENSG00000163737,ENSMUSG00000029373,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PHB2,Phb2,ENSG00000215021,ENSMUSG00000004264,pro-survival,apoptosis,FALSE,TRUE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PHIP,Phip,ENSG00000146247,ENSMUSG00000032253,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PIH1D1,Pih1d1,ENSG00000104872,ENSMUSG00000003423,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PIK3CA,Pik3ca,ENSG00000121879,ENSMUSG00000027665,pro-survival,apoptosis,FALSE,FALSE,"GO_Anti_Human,KEGG",TRUE,TRUE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PIK3R1,Pik3r1,ENSG00000145675,ENSMUSG00000041417,pro-survival,apoptosis,FALSE,FALSE,"GO_Anti_Human,KEGG",TRUE,TRUE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PIM1,Pim1,ENSG00000137193,ENSMUSG00000024014,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PIM2,Pim2,ENSG00000102096,ENSMUSG00000031155,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PIM3,Pim3,ENSG00000198355,ENSMUSG00000035828,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PINK1,Pink1,ENSG00000158828,ENSMUSG00000028756,pro-survival,apoptosis,FALSE,TRUE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PIP,Pip,ENSG00000159763,ENSMUSG00000058499,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PKHD1,Pkhd1,ENSG00000170927,ENSMUSG00000043760,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PKN2,Pkn2,ENSG00000065243,ENSMUSG00000004591,pro-survival,apoptosis,FALSE,FALSE,Reactome,FALSE,FALSE,TRUE,FALSE,LIKELY,-1,Unspecified,NA,NA
PLA2G3,Pla2g3,ENSG00000100078,ENSMUSG00000034579,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PLAUR,Plaur,ENSG00000011422,ENSMUSG00000046223,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PLK1,Plk1,ENSG00000166851,ENSMUSG00000030867,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PLK2,Plk2,ENSG00000145632,ENSMUSG00000021701,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PLK3,Plk3,ENSG00000173846,ENSMUSG00000028680,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
POU3F3,Pou3f3,ENSG00000198914,ENSMUSG00000045515,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
POU3F4,Pou3f4,ENSG00000196767,ENSMUSG00000056854,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
POU4F1,Pou4f1,ENSG00000152192,ENSMUSG00000048349,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PPARA,Ppara,ENSG00000186951,ENSMUSG00000022383,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PPARGC1A,Ppargc1a,ENSG00000109819,ENSMUSG00000029167,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PPIA,Ppia,ENSG00000196262,ENSMUSG00000071866,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PPP1R10,Ppp1r10,ENSG00000230995,ENSMUSG00000039220,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PPT1,Ppt1,ENSG00000131238,ENSMUSG00000028657,pro-survival,apoptosis,FALSE,FALSE,"GO_Anti_Human,Hallmark",TRUE,FALSE,FALSE,TRUE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PRAME,NA,ENSG00000185686,NA,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PRAP1,Prap1,ENSG00000165828,ENSMUSG00000025467,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PRDM9,Prdm9,ENSG00000292167,ENSMUSG00000051977,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PRDX1,Prdx1,ENSG00000117450,ENSMUSG00000028691,pro-survival,apoptosis,FALSE,FALSE,Reactome,FALSE,FALSE,TRUE,FALSE,LIKELY,-1,Unspecified,NA,NA
PRDX2,Prdx2,ENSG00000167815,ENSMUSG00000005161,pro-survival,apoptosis,FALSE,TRUE,"GO_Anti_Human,Reactome",TRUE,FALSE,TRUE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PRDX3,Prdx3,ENSG00000165672,ENSMUSG00000024997,pro-survival,apoptosis,FALSE,TRUE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PRDX5,Prdx5,ENSG00000126432,ENSMUSG00000024953,pro-survival,apoptosis,FALSE,TRUE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PRELID1,Prelid1,ENSG00000169230,ENSMUSG00000021486,pro-survival,apoptosis,FALSE,TRUE,"GO_Anti_Human,GO_Pro_Human",TRUE,FALSE,FALSE,FALSE,LIKELY,-1,Ambiguous,NA,NA
PRKAA1,Prkaa1,ENSG00000132356,ENSMUSG00000050697,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PRKAA2,Prkaa2,ENSG00000162409,ENSMUSG00000028518,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PRKCA,Prkca,ENSG00000154229,ENSMUSG00000050965,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PRKCD,Prkcd,ENSG00000163932,ENSMUSG00000021948,pro-survival,apoptosis,FALSE,FALSE,"GO_Anti_Human,Reactome",TRUE,FALSE,TRUE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PRKCG,Prkcg,ENSG00000126583,ENSMUSG00000078816,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PRKCH,Prkch,ENSG00000027075,ENSMUSG00000021108,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PRKCI,Prkci,ENSG00000163558,ENSMUSG00000037643,pro-survival,apoptosis,FALSE,FALSE,"GO_Anti_Human,GO_Pro_Human",TRUE,FALSE,FALSE,FALSE,LIKELY,-1,Ambiguous,NA,NA
PRKCQ,Prkcq,ENSG00000065675,ENSMUSG00000026778,pro-survival,apoptosis,FALSE,FALSE,"GO_Anti_Human,Reactome",TRUE,FALSE,TRUE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PRKDC,Prkdc,ENSG00000253729,ENSMUSG00000022672,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PRKN,Prkn,ENSG00000185345,ENSMUSG00000023826,pro-survival,apoptosis,FALSE,TRUE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PRLR,Prlr,ENSG00000113494,ENSMUSG00000005268,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PROC,Proc,ENSG00000115718,ENSMUSG00000024386,pro-survival,apoptosis,FALSE,FALSE,"GO_Anti_Human,Reactome",TRUE,FALSE,TRUE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PROK2,Prok2,ENSG00000163421,ENSMUSG00000030069,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PSMA1,Psma1,ENSG00000129084,ENSMUSG00000030751,pro-survival,apoptosis,FALSE,FALSE,Reactome,FALSE,FALSE,TRUE,FALSE,LIKELY,-1,Unspecified,NA,NA
PSMA2,Psma2,ENSG00000106588,ENSMUSG00000015671,pro-survival,apoptosis,FALSE,FALSE,Reactome,FALSE,FALSE,TRUE,FALSE,HIGH_CONFIDENCE,-2,Unspecified,NA,NA
PSMA3,Psma3,ENSG00000100567,ENSMUSG00000060073,pro-survival,apoptosis,FALSE,FALSE,Reactome,FALSE,FALSE,TRUE,FALSE,LIKELY,-1,Unspecified,NA,NA
PSMA4,Psma4,ENSG00000041357,ENSMUSG00000032301,pro-survival,apoptosis,FALSE,FALSE,Reactome,FALSE,FALSE,TRUE,FALSE,LIKELY,-1,Unspecified,NA,NA
PSMA5,Psma5,ENSG00000143106,ENSMUSG00000068749,pro-survival,apoptosis,FALSE,FALSE,Reactome,FALSE,FALSE,TRUE,FALSE,HIGH_CONFIDENCE,-2,Unspecified,NA,NA
PSMA6,Psma6,ENSG00000100902,ENSMUSG00000021024,pro-survival,apoptosis,FALSE,FALSE,Reactome,FALSE,FALSE,TRUE,FALSE,LIKELY,-1,Unspecified,NA,NA
PSMA7,Psma7,ENSG00000101182,ENSMUSG00000027566,pro-survival,apoptosis,FALSE,FALSE,Reactome,FALSE,FALSE,TRUE,FALSE,HIGH_CONFIDENCE,-2,Unspecified,NA,NA
PSMB1,Psmb1,ENSG00000008018,ENSMUSG00000014769,pro-survival,apoptosis,FALSE,FALSE,Reactome,FALSE,FALSE,TRUE,FALSE,LIKELY,-1,Unspecified,NA,NA
PSMB2,Psmb2,ENSG00000126067,ENSMUSG00000028837,pro-survival,apoptosis,FALSE,FALSE,Reactome,FALSE,FALSE,TRUE,FALSE,LIKELY,-1,Unspecified,NA,NA
PSMB3,Psmb3,ENSG00000277791,ENSMUSG00000069744,pro-survival,apoptosis,FALSE,FALSE,Reactome,FALSE,FALSE,TRUE,FALSE,LIKELY,-1,Unspecified,NA,NA
PSMB4,Psmb4,ENSG00000159377,ENSMUSG00000005779,pro-survival,apoptosis,FALSE,FALSE,Reactome,FALSE,FALSE,TRUE,FALSE,HIGH_CONFIDENCE,-2,Unspecified,NA,NA
PSMB5,Psmb5,ENSG00000100804,ENSMUSG00000022193,pro-survival,apoptosis,FALSE,FALSE,Reactome,FALSE,FALSE,TRUE,FALSE,HIGH_CONFIDENCE,-2,Unspecified,NA,NA
PSMB6,Psmb6,ENSG00000142507,ENSMUSG00000018286,pro-survival,apoptosis,FALSE,FALSE,Reactome,FALSE,FALSE,TRUE,FALSE,HIGH_CONFIDENCE,-2,Unspecified,NA,NA
PSMB7,Psmb7,ENSG00000136930,ENSMUSG00000026750,pro-survival,apoptosis,FALSE,FALSE,Reactome,FALSE,FALSE,TRUE,FALSE,HIGH_CONFIDENCE,-2,Unspecified,NA,NA
PSMD10,Psmd10,ENSG00000101843,ENSMUSG00000031429,pro-survival,apoptosis,FALSE,FALSE,"GO_Anti_Human,Reactome",TRUE,FALSE,TRUE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PSMD5,Psmd5,ENSG00000095261,ENSMUSG00000026869,pro-survival,apoptosis,FALSE,FALSE,Reactome,FALSE,FALSE,TRUE,FALSE,LIKELY,-1,Unspecified,NA,NA
PSME3,Psme3,ENSG00000131467,ENSMUSG00000078652,pro-survival,apoptosis,FALSE,FALSE,"GO_Anti_Human,Reactome",TRUE,FALSE,TRUE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PTCRA,Ptcra,ENSG00000171611,ENSMUSG00000036858,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PTK2,Ptk2,ENSG00000169398,ENSMUSG00000022607,pro-survival,apoptosis,FALSE,FALSE,"GO_Anti_Human,Hallmark,Reactome",TRUE,FALSE,TRUE,TRUE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PTK2B,Ptk2b,ENSG00000120899,ENSMUSG00000059456,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PTMA,NA,ENSG00000187514,NA,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PTPRZ1,Ptprz1,ENSG00000106278,ENSMUSG00000068748,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
PTTG1IP,Pttg1ip,ENSG00000183255,ENSMUSG00000009291,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
QARS1,NA,ENSG00000172053,NA,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
RABGGTB,Rabggtb,ENSG00000137955,ENSMUSG00000038975,pro-survival,apoptosis,FALSE,FALSE,Reactome,FALSE,FALSE,TRUE,FALSE,LIKELY,-1,Unspecified,NA,NA
RAF1,Raf1,ENSG00000132155,ENSMUSG00000000441,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
RAMP2,Ramp2,ENSG00000131477,ENSMUSG00000001240,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
RASA1,Rasa1,ENSG00000145715,ENSMUSG00000021549,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
RB1,Rb1,ENSG00000139687,ENSMUSG00000022105,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
RETREG1,Retreg1,ENSG00000154153,ENSMUSG00000022270,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
REXO2,Rexo2,ENSG00000076043,ENSMUSG00000032026,pro-survival,apoptosis,FALSE,TRUE,Reactome,FALSE,FALSE,TRUE,FALSE,LIKELY,-1,Unspecified,NA,NA
RFFL,Rffl,ENSG00000092871,ENSMUSG00000020696,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
RHBDD1,Rhbdd1,ENSG00000144468,ENSMUSG00000026142,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
RIPK2,Ripk2,ENSG00000104312,ENSMUSG00000041135,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
RNF144B,Rnf144b,ENSG00000137393,ENSMUSG00000038068,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
RNF157,Rnf157,ENSG00000141576,ENSMUSG00000052949,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
RNF213,Rnf213,ENSG00000173821,ENSMUSG00000070327,pro-survival,apoptosis,FALSE,FALSE,"GO_Anti_Human,Reactome",TRUE,FALSE,TRUE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
RNF34,Rnf34,ENSG00000170633,ENSMUSG00000029474,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
RPL10,Rpl10,ENSG00000147403,ENSMUSG00000008682,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
RPS27A,Rps27a,ENSG00000143947,ENSMUSG00000020460,pro-survival,apoptosis,FALSE,FALSE,"GO_Anti_Human,GO_Pro_Human,Reactome",TRUE,FALSE,TRUE,FALSE,LIKELY,-1,Ambiguous,NA,NA
RPS3A,NA,ENSG00000145425,NA,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
RPS6KA1,Rps6ka1,ENSG00000281877,ENSMUSG00000003644,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
RPS6KA3,Rps6ka3,ENSG00000177189,ENSMUSG00000031309,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
RPS6KB1,Rps6kb1,ENSG00000108443,ENSMUSG00000020516,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
RTKN2,Rtkn2,ENSG00000182010,ENSMUSG00000037846,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
SCG2,Scg2,ENSG00000171951,ENSMUSG00000050711,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
SCRT2,Scrt2,ENSG00000215397,ENSMUSG00000060257,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
SCX,Scx,ENSG00000260428,ENSMUSG00000034161,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
SELENOS,Selenos,ENSG00000131871,ENSMUSG00000075701,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
SEM1,NA,ENSG00000127922,NA,pro-survival,apoptosis,FALSE,FALSE,Reactome,FALSE,FALSE,TRUE,FALSE,LIKELY,-1,Unspecified,NA,NA
SEMA4D,Sema4d,ENSG00000187764,ENSMUSG00000021451,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
SEMA5A,Sema5a,ENSG00000112902,ENSMUSG00000022231,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
SERPINB13,Serpinb13,ENSG00000197641,ENSMUSG00000048775,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
SERPINB9,Serpinb9,ENSG00000170542,ENSMUSG00000045827,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
SERPINE1,Serpine1,ENSG00000106366,ENSMUSG00000037411,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
SET,Set,ENSG00000119335,ENSMUSG00000054766,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
SETX,Setx,ENSG00000107290,ENSMUSG00000043535,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
SFPQ,Sfpq,ENSG00000116560,ENSMUSG00000028820,pro-survival,apoptosis,FALSE,FALSE,"GO_Anti_Human,GO_Pro_Human",TRUE,FALSE,FALSE,FALSE,LIKELY,-1,Ambiguous,NA,NA
SH3RF1,Sh3rf1,ENSG00000154447,ENSMUSG00000031642,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
SH3RF2,Sh3rf2,ENSG00000156463,ENSMUSG00000057719,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
SHC1,Shc1,ENSG00000160691,ENSMUSG00000042626,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
SHH,Shh,ENSG00000164690,ENSMUSG00000002633,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
SIAH2,Siah2,ENSG00000181788,ENSMUSG00000036432,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
SIX1,Six1,ENSG00000126778,ENSMUSG00000051367,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
SIX4,Six4,ENSG00000100625,ENSMUSG00000034460,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
SLC25A5,Slc25a5,ENSG00000005022,ENSMUSG00000016319,pro-survival,apoptosis,FALSE,TRUE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
SLC30A10,Slc30a10,ENSG00000196660,ENSMUSG00000026614,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
SLC35F6,Slc35f6,ENSG00000213699,ENSMUSG00000029175,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
